,conv_id,utterance_idx,context,prompt,speaker_idx,utterance,selfeval,tags
10456,hit:1718_conv:3437,4,embarrassed,I paid $1 less on my light bill than I was supposed to and my lights were disconnected. I feel so dumb,267,That is really ridiculous that they shut it off over just $1 though!,5|5|5_5|5|5,
10457,hit:1718_conv:3437,5,embarrassed,I paid $1 less on my light bill than I was supposed to and my lights were disconnected. I feel so dumb,262,Yes. And I had to go all the way down to the office to pay. Couldnt even pay over the phone. And Im goin to have to pay an extra 40 next month. smh,5|5|5_5|5|5,
10458,hit:1719_conv:3438,1,joyful,I was overwhelmed with happiness the day my daughter was born.,266,When I think about happiness_comma_ the first thing that comes to mind is the overwhelming sense of bliss when my daughter was born.,4|5|5_5|5|5,
10459,hit:1719_conv:3438,2,joyful,I was overwhelmed with happiness the day my daughter was born.,324,Aww_comma_ that's a nice story. I'm glad you have that to carry with you.,4|5|5_5|5|5,
10460,hit:1719_conv:3438,3,joyful,I was overwhelmed with happiness the day my daughter was born.,266,Thanks! What is a joyful moment in your life?,4|5|5_5|5|5,
10461,hit:1719_conv:3438,4,joyful,I was overwhelmed with happiness the day my daughter was born.,324,I'm thinking of a time that a party was thrown for me as a surprise. All those people getting together was really fun.,4|5|5_5|5|5,
10462,hit:1720_conv:3440,1,nostalgic,I decided to clean out my drawers today and found my old toys from when I was younger. They brought back happy memories.,182,I decided to clean out my drawers today and found my old toys from when I was younger. They brought back happy memories.,5|5|5_4|5|5,
10463,hit:1720_conv:3440,2,nostalgic,I decided to clean out my drawers today and found my old toys from when I was younger. They brought back happy memories.,155,These nostalgic emotions are unique and very pleasant to have. I sometimes rewind them in my mind just to escape from my anxiety,5|5|5_4|5|5,
10464,hit:1720_conv:3440,3,nostalgic,I decided to clean out my drawers today and found my old toys from when I was younger. They brought back happy memories.,182,That is a good idea. Old memories that you remember tend to be ones you are really fond of.,5|5|5_4|5|5,
10465,hit:1720_conv:3440,4,nostalgic,I decided to clean out my drawers today and found my old toys from when I was younger. They brought back happy memories.,155,Old memories that are good tend to help me emotionally and mentally. Not those that were distressing,5|5|5_4|5|5,
10466,hit:1720_conv:3441,1,disappointed,My partner refused to go on a double date with a college friend i had and her partner,155,My college friend called me and asked if we could have a double date dinner with my and his partner. I do not know why but my partner refused,4|5|5_5|5|5,
10467,hit:1720_conv:3441,2,disappointed,My partner refused to go on a double date with a college friend i had and her partner,182,Did you ask why your partner refused. That is very weird.,4|5|5_5|5|5,
10468,hit:1720_conv:3441,3,disappointed,My partner refused to go on a double date with a college friend i had and her partner,155,She just told me that she felt uncomfortable by having a dinner with another couple. That is totally something new that I learned about her,4|5|5_5|5|5,
10469,hit:1720_conv:3441,4,disappointed,My partner refused to go on a double date with a college friend i had and her partner,182,That is okay_comma_ at least she was honest with you about her preferences.,4|5|5_5|5|5,
10470,hit:1721_conv:3442,1,disgusted,How can people eat human flress?,9,How can people eat human flesh?,5|5|5_4|4|5,
10471,hit:1721_conv:3442,2,disgusted,How can people eat human flress?,226,I would guess that if your survival mode you will do whatever you have to.,5|5|5_4|4|5,
10472,hit:1721_conv:3442,3,disgusted,How can people eat human flress?,9,I could never ever do it!,5|5|5_4|4|5,
10473,hit:1721_conv:3442,4,disgusted,How can people eat human flress?,226,I would like to think that I wouldn't but if it were that or die_comma_ I'd eat.,5|5|5_4|4|5,
10474,hit:1721_conv:3443,1,confident,I had to do a presentation for school. I researched the subject and was certain that I had all my facts in order.,226,I had to do a presentation for school. I researched the subject and was certain that I had all my facts in order,4|4|5_5|5|5,
10475,hit:1721_conv:3443,2,confident,I had to do a presentation for school. I researched the subject and was certain that I had all my facts in order.,9,What happened? Did you?,4|4|5_5|5|5,
10476,hit:1721_conv:3443,3,confident,I had to do a presentation for school. I researched the subject and was certain that I had all my facts in order.,226,I wasn't nervous because I was so sure of myself.,4|4|5_5|5|5,
10477,hit:1721_conv:3443,4,confident,I had to do a presentation for school. I researched the subject and was certain that I had all my facts in order.,9,That's perfect then_comma_ i'm sure you did a great job@,4|4|5_5|5|5,
10478,hit:1722_conv:3444,1,guilty,I remember as a kid when I was mad I would try to break something my parents owned. Looking back_comma_ I feel remorse for what I did.,182,I remember as a kid when I was mad I would try to break something my parents owned. Looking back_comma_ I feel remorse for what I did.,5|5|5_5|5|5,
10479,hit:1722_conv:3444,2,guilty,I remember as a kid when I was mad I would try to break something my parents owned. Looking back_comma_ I feel remorse for what I did.,9,Tell me exactly what that was like? Hopefully it's different now?,5|5|5_5|5|5,
10480,hit:1722_conv:3444,3,guilty,I remember as a kid when I was mad I would try to break something my parents owned. Looking back_comma_ I feel remorse for what I did.,182,I would just try to break a household item whenever they punished me. Yes it is different now_comma_ I try to control my temper in non violent ways.,5|5|5_5|5|5,
10481,hit:1722_conv:3444,4,guilty,I remember as a kid when I was mad I would try to break something my parents owned. Looking back_comma_ I feel remorse for what I did.,9,I could not even imagine how mad your parents must be.,5|5|5_5|5|5,
10482,hit:1722_conv:3444,5,guilty,I remember as a kid when I was mad I would try to break something my parents owned. Looking back_comma_ I feel remorse for what I did.,182,They would be very mad_comma_ but I am sure they have forgiven me by now.,5|5|5_5|5|5,
10483,hit:1722_conv:3445,1,excited,I got a new puppy!,9,I got a new puppy yesterday!,5|5|5_5|5|5,
10484,hit:1722_conv:3445,2,excited,I got a new puppy!,182,Nice! I bet it is a very cute puppy.,5|5|5_5|5|5,
10485,hit:1722_conv:3445,3,excited,I got a new puppy!,9,It's the most cute_comma_ it's so small,5|5|5_5|5|5,
10486,hit:1722_conv:3445,4,excited,I got a new puppy!,182,That is just adorable! You should take many photos before it grows too big!,5|5|5_5|5|5,
10487,hit:1723_conv:3446,1,embarrassed,I was mortified when my jeans ripped ,267,I was mortified when my jeans ripped,5|5|5_4|4|4,
10488,hit:1723_conv:3446,2,embarrassed,I was mortified when my jeans ripped ,270,yes i am mortified jeans ripped,5|5|5_4|4|4,
10489,hit:1723_conv:3446,3,embarrassed,I was mortified when my jeans ripped ,267,When did you have that happen?,5|5|5_4|4|4,
10490,hit:1723_conv:3446,4,embarrassed,I was mortified when my jeans ripped ,270, i am working,5|5|5_4|4|4,
10491,hit:1724_conv:3448,1,surprised,I bought a lottery ticket and won a prize. I never win so this was unexpected.,226,I bought a lottery ticket and won a prize. I never win so this was unexpected,4|4|5_5|5|5,
10492,hit:1724_conv:3448,2,surprised,I bought a lottery ticket and won a prize. I never win so this was unexpected.,182,Woah! That is great news. Have you told anyone yet?,4|4|5_5|5|5,
10493,hit:1724_conv:3448,3,surprised,I bought a lottery ticket and won a prize. I never win so this was unexpected.,226,I could not help myself I told everyone.,4|4|5_5|5|5,
10494,hit:1724_conv:3448,4,surprised,I bought a lottery ticket and won a prize. I never win so this was unexpected.,182,I don't blame you at all. You just received life changing news.,4|4|5_5|5|5,
10495,hit:1724_conv:3449,1,grateful,Everyday I remind myself of how lucky I am to have a pair of supportive parents.,182,Everyday I remind myself of how lucky I am to have a pair of supportive parents.,5|5|5_4|4|5,
10496,hit:1724_conv:3449,2,grateful,Everyday I remind myself of how lucky I am to have a pair of supportive parents.,226,You are so right. It can make all the difference.,5|5|5_4|4|5,
10497,hit:1724_conv:3449,3,grateful,Everyday I remind myself of how lucky I am to have a pair of supportive parents.,182,Yes_comma_ good parents are needed in order to successfully raise a child.,5|5|5_4|4|5,
10498,hit:1724_conv:3449,4,grateful,Everyday I remind myself of how lucky I am to have a pair of supportive parents.,226,It is challenging to raise children. Everybody could use a hand.,5|5|5_4|4|5,
10499,hit:1724_conv:3449,5,grateful,Everyday I remind myself of how lucky I am to have a pair of supportive parents.,182,For sure_comma_ extended family can help with that!,5|5|5_4|4|5,
10500,hit:1725_conv:3450,1,content,It is nice to have a roof over my head,267,It is nice to have a roof over my head,5|5|5_4|4|5,
10501,hit:1725_conv:3450,2,content,It is nice to have a roof over my head,226,I feel the same way. There are so many people who are struggling now.,5|5|5_4|4|5,
10502,hit:1725_conv:3450,3,content,It is nice to have a roof over my head,267,It is sad.  I would like to be a part of the change with that,5|5|5_4|4|5,
10503,hit:1725_conv:3450,4,content,It is nice to have a roof over my head,226,It's such a difficult situation that you just don't know where to begin.,5|5|5_4|4|5,
10504,hit:1725_conv:3451,1,angry,I had a job interview. Everything went great and I just knew the job was mine.,226,I had a job interview. Everything went great and I just knew the job was mine.,4|4|5_5|5|5,
10505,hit:1725_conv:3451,2,angry,I had a job interview. Everything went great and I just knew the job was mine.,267,Great@  So you found out already that you got it or are you just confident?,4|4|5_5|5|5,
10506,hit:1725_conv:3451,3,angry,I had a job interview. Everything went great and I just knew the job was mine.,226,That's just it_comma_ I didn't get it. It went to someone that I'm sure is less qualified. It was quite upsetting.,4|4|5_5|5|5,
10507,hit:1725_conv:3451,4,angry,I had a job interview. Everything went great and I just knew the job was mine.,267,that is upsetting.  I am sorry to hear that,4|4|5_5|5|5,
10508,hit:1726_conv:3452,1,lonely,The Christmas before my daughter was born it was too late in my pregnancy to travel. My family lives across the country so I spent Christmas alone,266,My daughter was born in January so the Christmas before she was born I had to spend alone since I was too close to her due date to travel to my family.,1|1|1_4|4|4,
10509,hit:1726_conv:3452,2,lonely,The Christmas before my daughter was born it was too late in my pregnancy to travel. My family lives across the country so I spent Christmas alone,270,ok you going to your family,1|1|1_4|4|4,
10510,hit:1726_conv:3452,3,lonely,The Christmas before my daughter was born it was too late in my pregnancy to travel. My family lives across the country so I spent Christmas alone,266,Yes you see my family lives across the country from me,1|1|1_4|4|4,
10511,hit:1726_conv:3452,4,lonely,The Christmas before my daughter was born it was too late in my pregnancy to travel. My family lives across the country so I spent Christmas alone,270,no,1|1|1_4|4|4,<UNIGRAM>
10512,hit:1727_conv:3454,1,annoyed,I was a little put off when I was passed over for the promotion,267,I was a little put off when I was passed over for the promotion,5|5|5_5|5|5,
10513,hit:1727_conv:3454,2,annoyed,I was a little put off when I was passed over for the promotion,226,That can be upsetting. Did they tell you why?,5|5|5_5|5|5,
10514,hit:1727_conv:3454,3,annoyed,I was a little put off when I was passed over for the promotion,267,No just the usual responses that don't offer useful feedback,5|5|5_5|5|5,
10515,hit:1727_conv:3454,4,annoyed,I was a little put off when I was passed over for the promotion,226,Maybe it's time to look for another job.,5|5|5_5|5|5,
10516,hit:1727_conv:3455,1,impressed,Another friend of mine followed through what they said they would do. They usually don't.,226,Another friend of mine followed through what they said they would do. They usually don't.,5|5|5_5|5|5,
10517,hit:1727_conv:3455,2,impressed,Another friend of mine followed through what they said they would do. They usually don't.,267,That is impressive.  Why did you doubt them?,5|5|5_5|5|5,
10518,hit:1727_conv:3455,3,impressed,Another friend of mine followed through what they said they would do. They usually don't.,226,This is not something that is normal for them. But this made me look at them in another way.,5|5|5_5|5|5,
10519,hit:1727_conv:3455,4,impressed,Another friend of mine followed through what they said they would do. They usually don't.,267,Is it something you are happy with?,5|5|5_5|5|5,
10520,hit:1728_conv:3456,1,hopeful,I did an interview yesterday. I presented myself in a better way also the interviewer appreciated me. I just waiting for the results now.,43,Am waiting for my interview results which I did yesterday.,3|4|5_5|5|5,
10521,hit:1728_conv:3456,2,hopeful,I did an interview yesterday. I presented myself in a better way also the interviewer appreciated me. I just waiting for the results now.,9,I hate interviews the most.,3|4|5_5|5|5,
10522,hit:1728_conv:3456,3,hopeful,I did an interview yesterday. I presented myself in a better way also the interviewer appreciated me. I just waiting for the results now.,43,Me too. but we can't skip this process to get job. ,3|4|5_5|5|5,
10523,hit:1728_conv:3456,4,hopeful,I did an interview yesterday. I presented myself in a better way also the interviewer appreciated me. I just waiting for the results now.,9,Sure you can_comma_ work for yourself!,3|4|5_5|5|5,
10524,hit:1728_conv:3457,1,trusting,I let my dad borrow 10 dollars.,9,I let my dad borrow 10 dollars!,5|5|5_3|4|5,
10525,hit:1728_conv:3457,2,trusting,I let my dad borrow 10 dollars.,43,Is there any emergency need for money?,5|5|5_3|4|5,
10526,hit:1728_conv:3457,3,trusting,I let my dad borrow 10 dollars.,9,Not for me_comma_ but dad always need money and I give to him.,5|5|5_3|4|5,
10527,hit:1728_conv:3457,4,trusting,I let my dad borrow 10 dollars.,43,It's our responsibility to take care of our parents. ,5|5|5_3|4|5,
10528,hit:1729_conv:3458,1,proud,My daughter made the honor roll at school. She worked really hard this semester.,226,My daughter made the honor roll at school. She worked really hard this semester,5|5|5_5|5|5,
10529,hit:1729_conv:3458,2,proud,My daughter made the honor roll at school. She worked really hard this semester.,267,That is great1,5|5|5_5|5|5,
10530,hit:1729_conv:3458,3,proud,My daughter made the honor roll at school. She worked really hard this semester.,226,I thought my heart would burst.,5|5|5_5|5|5,
10531,hit:1729_conv:3458,4,proud,My daughter made the honor roll at school. She worked really hard this semester.,267,You must have been so proud!,5|5|5_5|5|5,
10532,hit:1729_conv:3459,1,caring,I love to watch my neices,267,I love to watch my nieces,5|5|5_5|5|5,
10533,hit:1729_conv:3459,2,caring,I love to watch my neices,226,Kids are amazing. How old are they?,5|5|5_5|5|5,
10534,hit:1729_conv:3459,3,caring,I love to watch my neices,267,They are 6 and 2,5|5|5_5|5|5,
10535,hit:1729_conv:3459,4,caring,I love to watch my neices,226,Great ages to have lots of fun with.,5|5|5_5|5|5,
10536,hit:1730_conv:3460,1,impressed,I won the science fair!,9,I won the science fair last year!,5|5|5_5|5|5,
10537,hit:1730_conv:3460,2,impressed,I won the science fair!,267,That is fantastic.  What for?,5|5|5_5|5|5,
10538,hit:1730_conv:3460,3,impressed,I won the science fair!,9,A water volcano that errupted when you looked at it too long,5|5|5_5|5|5,
10539,hit:1730_conv:3460,4,impressed,I won the science fair!,267,That is awesome!,5|5|5_5|5|5,
10540,hit:1730_conv:3460,5,impressed,I won the science fair!,9,It truly is!,5|5|5_5|5|5,
10541,hit:1730_conv:3461,1,excited,I can't wait to go on vacation!,267,5,5|5|5_5|5|5,<UNIGRAM> <NUMERAL>
10542,hit:1730_conv:3461,2,excited,I can't wait to go on vacation!,9,What does that mean exactly?,5|5|5_5|5|5,
10543,hit:1730_conv:3461,3,excited,I can't wait to go on vacation!,267,Sorry!  I can't wait to go on vacation,5|5|5_5|5|5,
10544,hit:1730_conv:3461,4,excited,I can't wait to go on vacation!,9,I would love a vacation!,5|5|5_5|5|5,
10545,hit:1731_conv:3462,1,content,I played FIFA with my friend and won against him this past weekend,155,Last weekend_comma_ I invited my friend over and we played FIFA on PS4. I won against him with a large score,1|1|1_5|5|5,
10546,hit:1731_conv:3462,2,content,I played FIFA with my friend and won against him this past weekend,9,Ps4 is the best system to play on!,1|1|1_5|5|5,
10547,hit:1731_conv:3462,3,content,I played FIFA with my friend and won against him this past weekend,155,I know. I felt very superior when beating him on this game with great performance,1|1|1_5|5|5,
10548,hit:1731_conv:3462,4,content,I played FIFA with my friend and won against him this past weekend,9,I love beating others.,1|1|1_5|5|5,
10549,hit:1731_conv:3463,1,disappointed,Everytime I buy a lottery ticket_comma_ i never win.,9,I hate losing!,5|5|5_1|1|1,
10550,hit:1731_conv:3463,2,disappointed,Everytime I buy a lottery ticket_comma_ i never win.,155,Can you be more specific about what things you had lost in the past?,5|5|5_1|1|1,
10551,hit:1731_conv:3463,3,disappointed,Everytime I buy a lottery ticket_comma_ i never win.,9,I lose at everything I do it seems.,5|5|5_1|1|1,
10552,hit:1731_conv:3463,4,disappointed,Everytime I buy a lottery ticket_comma_ i never win.,155,So you consider yourself a general loser in life?,5|5|5_1|1|1,
10553,hit:1732_conv:3464,1,disgusted,I watched a news report about the mistreatment of animals. The behavior of these people is something I can't stand.,226,I watched a news report about the mistreatment of animals. The behavior of these people is something I can't stand,5|5|5_5|5|5,
10554,hit:1732_conv:3464,2,disgusted,I watched a news report about the mistreatment of animals. The behavior of these people is something I can't stand.,267,I am with you.  It is horrendous,5|5|5_5|5|5,
10555,hit:1732_conv:3464,3,disgusted,I watched a news report about the mistreatment of animals. The behavior of these people is something I can't stand.,226,I hope that the punishment they receive will be a warning for others.,5|5|5_5|5|5,
10556,hit:1732_conv:3464,4,disgusted,I watched a news report about the mistreatment of animals. The behavior of these people is something I can't stand.,267,I agree with you,5|5|5_5|5|5,
10557,hit:1732_conv:3465,1,nostalgic,I loved going to the diner where I grew up,267,I loved going to the diner where I grew up,5|5|5_5|5|5,
10558,hit:1732_conv:3465,2,nostalgic,I loved going to the diner where I grew up,226,Is it still there? ,5|5|5_5|5|5,
10559,hit:1732_conv:3465,3,nostalgic,I loved going to the diner where I grew up,267,It is not unfortunately,5|5|5_5|5|5,
10560,hit:1732_conv:3465,4,nostalgic,I loved going to the diner where I grew up,226,It sounds like that experience made a lot of amazing memories for you.,5|5|5_5|5|5,
10561,hit:1733_conv:3466,1,apprehensive,I had to make an out of town trip on a unfamiliar road. I was a little uneasy about it.,226,I had to make an out of town trip on a unfamiliar road. I was a little uneasy about it.,4|4|5_5|5|5,
10562,hit:1733_conv:3466,2,apprehensive,I had to make an out of town trip on a unfamiliar road. I was a little uneasy about it.,267,I can understand that.  Were you by yourself?,4|4|5_5|5|5,
10563,hit:1733_conv:3466,3,apprehensive,I had to make an out of town trip on a unfamiliar road. I was a little uneasy about it.,226,I was not alone. Once I got out of town it was really easy. I don't know what I was so worried about.,4|4|5_5|5|5,
10564,hit:1733_conv:3466,4,apprehensive,I had to make an out of town trip on a unfamiliar road. I was a little uneasy about it.,267,that is good to hear,4|4|5_5|5|5,
10565,hit:1733_conv:3467,1,trusting,We dont have a fence but I know my dog will stay in the yard,267,We dont have a fence but I know my dog will stay in the yard,5|5|5_4|4|5,
10566,hit:1733_conv:3467,2,trusting,We dont have a fence but I know my dog will stay in the yard,226,I wouldn't be so sure of that. Even the best trained dogs can run when given a reason.,5|5|5_4|4|5,
10567,hit:1733_conv:3467,3,trusting,We dont have a fence but I know my dog will stay in the yard,267,He is such a good dog though,5|5|5_4|4|5,
10568,hit:1733_conv:3467,4,trusting,We dont have a fence but I know my dog will stay in the yard,226,Ha Ha. They all are until they run.,5|5|5_4|4|5,
10569,hit:1734_conv:3468,1,nostalgic,I was switching around the tv channels and came across a show from my childhood. It really brought back some memories. ,226,I was switching around the tv channels and came across a show from my childhood. It really brought back some memories. ,5|5|5_5|5|5,
10570,hit:1734_conv:3468,2,nostalgic,I was switching around the tv channels and came across a show from my childhood. It really brought back some memories. ,267,That is nice.  What show?,5|5|5_5|5|5,
10571,hit:1734_conv:3468,3,nostalgic,I was switching around the tv channels and came across a show from my childhood. It really brought back some memories. ,226,It was on one of the channels that shows old shows. I had not seen it in years.,5|5|5_5|5|5,
10572,hit:1734_conv:3468,4,nostalgic,I was switching around the tv channels and came across a show from my childhood. It really brought back some memories. ,267,That is really cool,5|5|5_5|5|5,
10573,hit:1734_conv:3469,1,afraid,I was really scared when I walked to my car after the movie,267,I was really scared when I walked to my car after the movie,5|5|5_5|5|5,
10574,hit:1734_conv:3469,2,afraid,I was really scared when I walked to my car after the movie,226,Because of the movie or where you were parked?,5|5|5_5|5|5,
10575,hit:1734_conv:3469,3,afraid,I was really scared when I walked to my car after the movie,267,It was after a horror movie,5|5|5_5|5|5,
10576,hit:1734_conv:3469,4,afraid,I was really scared when I walked to my car after the movie,226,It must have been really good to keep you scared afterwards.,5|5|5_5|5|5,
10577,hit:1735_conv:3471,1,proud,I worked really hard on a project at work and earned a bonus. It made me feel really good about myself.,226,I worked really hard on a project at work and earned a bonus. It made me feel really good about myself,4|4|5_5|5|5,
10578,hit:1735_conv:3471,2,proud,I worked really hard on a project at work and earned a bonus. It made me feel really good about myself.,327,That's awesome! what was the project?,4|4|5_5|5|5,
10579,hit:1735_conv:3471,3,proud,I worked really hard on a project at work and earned a bonus. It made me feel really good about myself.,226,It was something that the company had been working on for quite awhile. I was the one that came up with the solution.,4|4|5_5|5|5,
10580,hit:1735_conv:3471,4,proud,I worked really hard on a project at work and earned a bonus. It made me feel really good about myself.,327,you must be very clever,4|4|5_5|5|5,
10581,hit:1736_conv:3472,1,anticipating,I waiting to find a good show to binge on. Ive seen everything,262,I think Ive seen every show on Netflix. Im waiting for something really good.,5|5|5_5|5|5,
10582,hit:1736_conv:3472,2,anticipating,I waiting to find a good show to binge on. Ive seen everything,267,I just got Netflix back.  What is good?,5|5|5_5|5|5,
10583,hit:1736_conv:3472,3,anticipating,I waiting to find a good show to binge on. Ive seen everything,262,OITNB just got a new season. Ive watched it already.,5|5|5_5|5|5,
10584,hit:1736_conv:3472,4,anticipating,I waiting to find a good show to binge on. Ive seen everything,267,That sounds good.  ,5|5|5_5|5|5,
10585,hit:1736_conv:3472,5,anticipating,I waiting to find a good show to binge on. Ive seen everything,262,It is. They get lots of awards.,5|5|5_5|5|5,
10586,hit:1736_conv:3473,1,sad,I was really broken up when we had to put our family dog to sleep,267,I was really broken up when we had to put our family dog to sleep,5|5|5_5|5|5,
10587,hit:1736_conv:3473,2,sad,I was really broken up when we had to put our family dog to sleep,262,Oh no. Thats sad. What was wrong?,5|5|5_5|5|5,
10588,hit:1736_conv:3473,3,sad,I was really broken up when we had to put our family dog to sleep,267,She was really old and getting really ucomfortable,5|5|5_5|5|5,
10589,hit:1736_conv:3473,4,sad,I was really broken up when we had to put our family dog to sleep,262,Im sorry. That must have been hard_comma_,5|5|5_5|5|5,
10590,hit:1737_conv:3474,1,impressed,I went to a music competition yesterday. A child nearly 5 years old who sing a song with perfect voice. I just influenced by her voice. Such an amazing talent!,43,I went to an musical competition. one such a Musical voice is repeating in my mind from yesterday.,3|3|4_5|5|5,
10591,hit:1737_conv:3474,2,impressed,I went to a music competition yesterday. A child nearly 5 years old who sing a song with perfect voice. I just influenced by her voice. Such an amazing talent!,9,I could never ever sing.,3|3|4_5|5|5,
10592,hit:1737_conv:3474,3,impressed,I went to a music competition yesterday. A child nearly 5 years old who sing a song with perfect voice. I just influenced by her voice. Such an amazing talent!,43,Me too_comma_ my voice is also didn't match with music. ,3|3|4_5|5|5,
10593,hit:1737_conv:3474,4,impressed,I went to a music competition yesterday. A child nearly 5 years old who sing a song with perfect voice. I just influenced by her voice. Such an amazing talent!,9,I can barely even talk!,3|3|4_5|5|5,
10594,hit:1737_conv:3475,1,guilty,I stole a back of chips from church.,9,I stole a back of chips from church once.,5|5|5_3|3|4,
10595,hit:1737_conv:3475,2,guilty,I stole a back of chips from church.,43,Oh_comma_ What was your age when you've stolen?,5|5|5_3|3|4,
10596,hit:1737_conv:3475,3,guilty,I stole a back of chips from church.,9,maybe twelve years of age,5|5|5_3|3|4,
10597,hit:1737_conv:3475,4,guilty,I stole a back of chips from church.,43,It's happening all around. If we're repeating the same_comma_ it'll become a bad habit.,5|5|5_3|3|4,
10598,hit:1738_conv:3476,1,guilty,I steal fruit almost every time I go to the grocery store. I always eat some of the grapes,262,I always eat some of the grapes inside the grocery store. I know its stealing.,5|5|5_4|4|5,
10599,hit:1738_conv:3476,2,guilty,I steal fruit almost every time I go to the grocery store. I always eat some of the grapes,226,They may consider that shoplifting. It would be terrible to go to jail for grapes.,5|5|5_4|4|5,
10600,hit:1738_conv:3476,3,guilty,I steal fruit almost every time I go to the grocery store. I always eat some of the grapes,262,I know right. I buy some. sometimes.,5|5|5_4|4|5,
10601,hit:1738_conv:3476,4,guilty,I steal fruit almost every time I go to the grocery store. I always eat some of the grapes,226,I think I would stop doing that. Jail doesn't appeal to me.,5|5|5_4|4|5,
10602,hit:1738_conv:3476,5,guilty,I steal fruit almost every time I go to the grocery store. I always eat some of the grapes,262,Doesnt appeal to me either. Ive been.,5|5|5_4|4|5,
10603,hit:1738_conv:3477,1,nostalgic,I ran into a friend that I had not seen in years. We had a lot of catching up to do.,226,I ran into a friend that I had not seen in years. We had a lot of catching up to do,4|4|5_5|5|5,
10604,hit:1738_conv:3477,2,nostalgic,I ran into a friend that I had not seen in years. We had a lot of catching up to do.,262,Cool. Are they still the same?,4|4|5_5|5|5,
10605,hit:1738_conv:3477,3,nostalgic,I ran into a friend that I had not seen in years. We had a lot of catching up to do.,226,Time changes all of us. But it was fun to think about the old times.,4|4|5_5|5|5,
10606,hit:1738_conv:3477,4,nostalgic,I ran into a friend that I had not seen in years. We had a lot of catching up to do.,262,Are you gonna get together again?,4|4|5_5|5|5,
10607,hit:1739_conv:3478,1,joyful,When i graduated high school.,9,Gradating high school was the best day of my life.,5|5|5_5|5|5,
10608,hit:1739_conv:3478,2,joyful,When i graduated high school.,262,Did you party after?,5|5|5_5|5|5,
10609,hit:1739_conv:3478,3,joyful,When i graduated high school.,9,Of course not_comma_ i went straight to sleep!,5|5|5_5|5|5,
10610,hit:1739_conv:3478,4,joyful,When i graduated high school.,262,I partied like crazy after graduation.,5|5|5_5|5|5,
10611,hit:1739_conv:3479,1,surprised,I can't believe my daughter loves her new school so much. She doesnt like anything.,262,MY kid loves her new school and she doesnt like anything!,5|5|5_5|5|5,
10612,hit:1739_conv:3479,2,surprised,I can't believe my daughter loves her new school so much. She doesnt like anything.,9,Don't be daft! Kids should never watch tv!,5|5|5_5|5|5,
10613,hit:1739_conv:3479,3,surprised,I can't believe my daughter loves her new school so much. She doesnt like anything.,262,I said nothing about tv,5|5|5_5|5|5,
10614,hit:1739_conv:3479,4,surprised,I can't believe my daughter loves her new school so much. She doesnt like anything.,9,They have tv inside the school do they not?,5|5|5_5|5|5,
10615,hit:1739_conv:3479,5,surprised,I can't believe my daughter loves her new school so much. She doesnt like anything.,262,She likes school because she met a bunch of kids that like anime.,5|5|5_5|5|5,
10616,hit:1739_conv:3479,6,surprised,I can't believe my daughter loves her new school so much. She doesnt like anything.,9,Even I love anime and i stopped watching tv a few years ago_comma_ maybe I shall return.,5|5|5_5|5|5,
10617,hit:1739_conv:3479,7,surprised,I can't believe my daughter loves her new school so much. She doesnt like anything.,262,Ok. Thank me later,5|5|5_5|5|5,
10618,hit:1740_conv:3480,1,apprehensive,I was a little on the fence about letting my daughter go to a party,267,I was a little on the fence about letting my daughter go to a party,5|5|5_5|5|5,
10619,hit:1740_conv:3480,2,apprehensive,I was a little on the fence about letting my daughter go to a party,262,Why is that?,5|5|5_5|5|5,
10620,hit:1740_conv:3480,3,apprehensive,I was a little on the fence about letting my daughter go to a party,267,I didn't know the parents well,5|5|5_5|5|5,
10621,hit:1740_conv:3480,4,apprehensive,I was a little on the fence about letting my daughter go to a party,262,Well that's understandable.,5|5|5_5|5|5,
10622,hit:1740_conv:3481,1,nostalgic,I remember the first day of my first job like it was yesterday.,262,I remember the first day of my first job 17 years ago.,5|5|5_5|5|5,
10623,hit:1740_conv:3481,2,nostalgic,I remember the first day of my first job like it was yesterday.,267,What kind of job was it?,5|5|5_5|5|5,
10624,hit:1740_conv:3481,3,nostalgic,I remember the first day of my first job like it was yesterday.,262,I worked in the food court at the airport.,5|5|5_5|5|5,
10625,hit:1740_conv:3481,4,nostalgic,I remember the first day of my first job like it was yesterday.,267,Oh wow!  I have actually worked there too,5|5|5_5|5|5,
10626,hit:1740_conv:3481,5,nostalgic,I remember the first day of my first job like it was yesterday.,262,Cool. It was a sweet gig.,5|5|5_5|5|5,
10627,hit:1741_conv:3482,1,guilty,I made an Apple pie to take to a dinner but then I ate the whole thing. I didn't bring anything to the dinner.,226,I made an Apple pie to take to a dinner but then I ate the whole thing. I didn't bring anything to the dinner.,5|5|5_5|5|5,
10628,hit:1741_conv:3482,2,guilty,I made an Apple pie to take to a dinner but then I ate the whole thing. I didn't bring anything to the dinner.,262,I love apple pie. I feel you.,5|5|5_5|5|5,
10629,hit:1741_conv:3482,3,guilty,I made an Apple pie to take to a dinner but then I ate the whole thing. I didn't bring anything to the dinner.,226,I felt so bad for not bringing anything.,5|5|5_5|5|5,
10630,hit:1741_conv:3482,4,guilty,I made an Apple pie to take to a dinner but then I ate the whole thing. I didn't bring anything to the dinner.,262,You brought yourself. I am a glass half full type of lady lol,5|5|5_5|5|5,
